'src_bytes',service','dst_bytes','flag','diff_srv_rate','same_srv_rate','dst_host_srv_count','dst_host_same_srv_rate',,,,'src_bytes','service',dst_bytes','flag','diff_srv_rate','same_srv_rate','dst_host_srv_count','dst_host_same_srv_rate'
225,http,1075,SF,0,1,104,0.67,,,,,,,,,,,
310,http,2430,SF,0,1,255,1,,,,,,,,,,,
0,supdup,0,REJ,0.06,0.03,9,0.04,,,,,,,,,,,
0,private,0,S0,0.06,0.16,20,0.08,,,,,,,,,,,
0,private,0,REJ,0.07,0.08,9,0.04,,,,,,,,,,,
0,private,0,S0,0.06,0.03,4,0.02,,,,,,,,,,,
0,private,0,REJ,0.06,0.04,11,0.04,,,,,,,,,,,
253,http,944,SF,0,1,246,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
46,domain_u,46,SF,0,1,254,1,,,,,,,,,,,
0,gopher,0,S0,0.08,0.12,19,0.07,,,,,,,,,,,
281,http,2080,SF,0,1,255,1,,,,,,,,,,,
266,http,2395,SF,0,1,255,1,,,,,,,,,,,
0,courier,0,S0,0.07,0.05,6,0.02,,,,,,,,,,,
222,http,7104,SF,0,1,255,1,,,,,,,,,,,
307,http,311,SF,0,1,255,1,,,,,,,,,,,
1,other,1,SF,1,0,1,0,,,,,,,,,,,
307,http,3731,SF,0,1,255,1,,,,,,,,,,,
207,http,9541,SF,0,1,255,1,,,,,,,,,,,
0,sunrpc,0,REJ,1,0.25,31,0.17,,,,,,,,,,,
105,private,146,SF,0,1,253,0.99,,,,,,,,,,,
0,sql_net,0,S0,0.09,0.09,16,0.06,,,,,,,,,,,
51100,http,8314,RSTR,0,1,254,1,,,,,,,,,,,
359,http,283,SF,0,1,255,1,,,,,,,,,,,
33580,http,2920,RSTR,0,1,254,1,,,,,,,,,,,
209,http,5871,SF,0,1,255,1,,,,,,,,,,,
249,http,609,SF,0,1,255,1,,,,,,,,,,,
0,name,0,REJ,0.06,0.06,12,0.05,,,,,,,,,,,
0,smtp,0,RSTO,0,1,4,0.02,,,,,,,,,,,
291,http,770,SF,0,1,255,1,,,,,,,,,,,
0,private,0,RSTR,0,1,1,0,,,,,,,,,,,
284,http,1209,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.11,16,0.06,,,,,,,,,,,
320,http,1978,SF,0,1,255,1,,,,,,,,,,,
167,http,497,SF,0,1,255,1,,,,,,,,,,,
28,pop_3,103,SF,0,1,214,0.84,,,,,,,,,,,
2599,smtp,293,SF,0,1,20,0.08,,,,,,,,,,,
284,http,1108,SF,0,1,255,1,,,,,,,,,,,
160,ftp,597,SF,0,1,50,0.2,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,RSTR,0,1,1,0,,,,,,,,,,,
327,http,1232,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.19,0.14,6,0.02,,,,,,,,,,,
0,private,0,REJ,0.07,0.09,19,0.07,,,,,,,,,,,
0,netbios_ssn,0,REJ,0.07,0.15,18,0.07,,,,,,,,,,,
209,http,2636,SF,0,1,255,1,,,,,,,,,,,
41,private,0,SF,0,1,254,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,private,0,S0,0.06,0.1,15,0.06,,,,,,,,,,,
0,private,0,S0,0.06,0.03,6,0.02,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,S3,0,1,94,0.37,,,,,,,,,,,
0,private,0,S0,0.06,0.02,2,0.01,,,,,,,,,,,
28,pop_3,93,SF,0,1,246,0.96,,,,,,,,,,,
171,http,405,SF,0,1,255,1,,,,,,,,,,,
294,http,5904,SF,0,1,255,1,,,,,,,,,,,
227,http,2224,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,156,0.61,,,,,,,,,,,
289,http,506,SF,0,1,255,1,,,,,,,,,,,
0,telnet,0,S0,0,1,191,0.75,,,,,,,,,,,
0,pop_3,36,RSTO,1,0.33,57,0.26,,,,,,,,,,,
47,private,0,SF,0,1,253,0.99,,,,,,,,,,,
233,http,1072,SF,0,1,255,1,,,,,,,,,,,
30,pop_3,93,SF,0,1,246,0.96,,,,,,,,,,,
222,http,15747,SF,0,1,255,1,,,,,,,,,,,
303,http,3113,SF,0,1,255,1,,,,,,,,,,,
230,http,1576,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.07,18,0.07,,,,,,,,,,,
105,private,0,SF,0,1,207,0.99,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
50,private,50,SF,0,1,254,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
49,private,0,SF,0,1,255,1,,,,,,,,,,,
12,ftp_data,0,SF,0,1,3,0.15,,,,,,,,,,,
0,private,0,S0,0.06,0.06,16,0.06,,,,,,,,,,,
287,http,12884,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.06,0.04,7,0.03,,,,,,,,,,,
0,private,0,S0,0.06,0.06,13,0.05,,,,,,,,,,,
292,http,729,SF,0,1,255,1,,,,,,,,,,,
164,ftp,599,SF,0,1,13,0.93,,,,,,,,,,,
20,eco_i,0,SF,0,1,255,1,,,,,,,,,,,
146,other,105,SF,0,1,4,0.44,,,,,,,,,,,
0,private,0,REJ,0.06,0.08,18,0.07,,,,,,,,,,,
158,ftp,595,SF,0,1,45,0.38,,,,,,,,,,,
2599,smtp,293,SF,0,1,37,0.15,,,,,,,,,,,
4734,smtp,431,SF,0,1,16,0.06,,,,,,,,,,,
44,domain_u,73,SF,0,1,255,1,,,,,,,,,,,
316,http,1452,SF,0,1,255,1,,,,,,,,,,,
233,http,1413,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.05,0.05,16,0.06,,,,,,,,,,,
0,link,0,S0,0.06,0.03,8,0.03,,,,,,,,,,,
105,private,145,SF,0,1,253,0.99,,,,,,,,,,,
330,http,2353,SF,0,1,255,1,,,,,,,,,,,
205,http,536,SF,0,1,255,1,,,,,,,,,,,
0,sunrpc,0,REJ,0,1,50,0.17,,,,,,,,,,,
55,private,54,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,telnet,0,S0,0,1,78,0.45,,,,,,,,,,,
164,ftp,599,SF,0,1,45,0.18,,,,,,,,,,,
32,pop_3,93,SF,0,1,62,0.95,,,,,,,,,,,
0,private,0,REJ,0.07,0.05,5,0.02,,,,,,,,,,,
0,private,0,S0,0.18,0.09,4,0.02,,,,,,,,,,,
54540,http,8314,SF,0,1,251,0.98,,,,,,,,,,,
55744,http,0,RSTR,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.11,10,0.04,,,,,,,,,,,
72564,http,0,RSTR,0,1,237,0.93,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.1,13,0.05,,,,,,,,,,,
0,private,0,REJ,0.06,0.06,7,0.03,,,,,,,,,,,
0,private,0,REJ,0.07,0.02,5,0.13,,,,,,,,,,,
0,other,0,REJ,1,0.5,4,0.02,,,,,,,,,,,
244,http,519,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
329,http,7994,SF,0,1,255,1,,,,,,,,,,,
230,http,1104,SF,0,1,247,1,,,,,,,,,,,
202,http,2807,SF,0,1,255,1,,,,,,,,,,,
213,http,728,SF,0,1,255,1,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,14,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,240,0.94,,,,,,,,,,,
231,http,2698,SF,0,1,246,0.96,,,,,,,,,,,
223,http,6085,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,private,0,S0,0.07,0.02,2,0.01,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.05,0.19,19,0.07,,,,,,,,,,,
1,private,0,SF,0.71,0.16,25,0.1,,,,,,,,,,,
266,http,299,SF,0,1,255,1,,,,,,,,,,,
298,http,561,SF,0,1,255,1,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
1,private,1,SF,1,0.02,1,0,,,,,,,,,,,
1,private,1,SF,0.94,0.03,1,0,,,,,,,,,,,
0,pop_3,36,RSTO,1,0.33,53,0.21,,,,,,,,,,,
90,telnet,3178,SF,0,1,16,0.29,,,,,,,,,,,
356,http,668,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.1,14,0.05,,,,,,,,,,,
291,http,6699,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,146,0.99,,,,,,,,,,,
54540,http,8314,SF,0,1,243,0.95,,,,,,,,,,,
44,domain_u,139,SF,0.01,0.99,254,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.02,5,0.02,,,,,,,,,,,
1480,ecr_i,0,SF,0,1,30,1,,,,,,,,,,,
0,hostnames,0,REJ,0.05,0.13,17,0.07,,,,,,,,,,,
0,private,0,REJ,0.06,0.08,20,0.08,,,,,,,,,,,
335,http,295,SF,0,1,245,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
2599,smtp,293,SF,0.6,0.6,246,0.96,,,,,,,,,,,
181,http,12281,SF,0,1,255,1,,,,,,,,,,,
158,ftp,595,SF,0.67,0.33,1,0,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
56504,http,0,RSTR,0,1,243,0.95,,,,,,,,,,,
0,pop_3,0,REJ,1,0.33,59,0.24,,,,,,,,,,,
226,http,301,SF,0,1,255,1,,,,,,,,,,,
12,ftp_data,0,SF,0,1,15,1,,,,,,,,,,,
0,private,0,S0,0.09,0.05,8,0.03,,,,,,,,,,,
2599,smtp,293,SF,0,1,245,0.96,,,,,,,,,,,
162,ftp,599,SF,0,1,35,0.46,,,,,,,,,,,
0,private,0,S0,0.07,0.03,8,0.03,,,,,,,,,,,
223,http,2936,SF,0,1,255,1,,,,,,,,,,,
9,finger,141,SF,0,1,1,1,,,,,,,,,,,
1,private,1,SF,0.79,0.01,1,0,,,,,,,,,,,
320,http,753,SF,0,1,255,1,,,,,,,,,,,
215,http,1719,SF,0,1,255,1,,,,,,,,,,,
311,http,1164,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
54540,http,8314,SF,0,1,254,1,,,,,,,,,,,
233,http,931,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.07,0.06,15,0.06,,,,,,,,,,,
1523,smtp,444,SF,0,1,115,1,,,,,,,,,,,
78404,http,0,RSTR,0,1,253,0.99,,,,,,,,,,,
0,private,0,REJ,0.05,0.13,17,0.07,,,,,,,,,,,
0,private,0,REJ,0.06,0.1,14,0.05,,,,,,,,,,,
44,domain_u,136,SF,0,1,254,1,,,,,,,,,,,
206,http,10993,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.04,9,0.04,,,,,,,,,,,
10,auth,39,SF,0,1,8,0.03,,,,,,,,,,,
0,private,0,REJ,0.05,0.08,17,0.07,,,,,,,,,,,
0,private,0,REJ,0.06,0.02,2,0.01,,,,,,,,,,,
3650,smtp,389,SF,0,1,24,0.09,,,,,,,,,,,
0,netstat,0,S0,0.08,0.04,8,0.03,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,private,0,S0,0.06,0.09,11,0.14,,,,,,,,,,,
45,domain_u,45,SF,0,1,255,1,,,,,,,,,,,
0,imap4,44,RSTO,1,0.33,59,0.24,,,,,,,,,,,
221,http,2825,SF,0,1,255,1,,,,,,,,,,,
46,private,43,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,26,1,,,,,,,,,,,
44,domain_u,44,SF,0.01,0.99,254,1,,,,,,,,,,,
3886954,ftp_data,0,SF,0,1,190,0.75,,,,,,,,,,,
278,http,8684,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,0,1,51,0.2,,,,,,,,,,,
0,telnet,0,S0,0,1,121,0.65,,,,,,,,,,,
1,private,1,SF,0.57,0.01,1,0,,,,,,,,,,,
161,http,14086,SF,0,1,196,1,,,,,,,,,,,
159,ftp,595,SF,0,1,84,0.33,,,,,,,,,,,
27,pop_3,93,SF,0,1,223,0.87,,,,,,,,,,,
0,other,0,REJ,0,1,2,0.03,,,,,,,,,,,
54540,http,7300,RSTR,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.03,8,0.03,,,,,,,,,,,
210,http,255,SF,0,1,102,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.06,13,0.05,,,,,,,,,,,
219,http,7663,SF,0,1,255,1,,,,,,,,,,,
0,http,0,S0,0,1,245,0.96,,,,,,,,,,,
0,private,0,REJ,0.06,0.06,13,0.05,,,,,,,,,,,
0,sunrpc,0,REJ,1,0.25,51,0.17,,,,,,,,,,,
231,http,401,SF,0,1,255,1,,,,,,,,,,,
12,ftp_data,0,SF,0,1,29,1,,,,,,,,,,,
0,telnet,44,SF,0,1,191,0.75,,,,,,,,,,,
189,http,311,SF,0,1,255,1,,,,,,,,,,,
0,http_443,0,REJ,0.06,0.06,6,0.02,,,,,,,,,,,
396,http,3835,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.02,3,0.01,,,,,,,,,,,
160,ftp,597,SF,0,1,5,0.02,,,,,,,,,,,
195,http,1397,SF,0,1,255,1,,,,,,,,,,,
74024,http,0,RSTR,0,1,249,0.99,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
54540,http,8314,SF,0,1,254,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,28,1,,,,,,,,,,,
56,private,54,SF,0,1,255,1,,,,,,,,,,,
36,urp_i,0,SF,0,1,69,0.27,,,,,,,,,,,
2599,smtp,293,SF,0,1,67,0.26,,,,,,,,,,,
0,private,0,S0,0.09,0.06,9,0.04,,,,,,,,,,,
2599,smtp,293,SF,0,1,227,0.89,,,,,,,,,,,
0,finger,0,S0,0.06,0.03,9,0.04,,,,,,,,,,,
356,http,4241,SF,0,1,255,1,,,,,,,,,,,
41,private,0,SF,0,1,255,1,,,,,,,,,,,
0,pop_3,0,SF,1,0.33,51,0.2,,,,,,,,,,,
0,private,0,RSTR,0,1,1,0.02,,,,,,,,,,,
220,http,263,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,S3,0,1,135,0.53,,,,,,,,,,,
277,telnet,1089,SF,0,1,1,0,,,,,,,,,,,
165,http,429,SF,0,1,24,1,,,,,,,,,,,
204,http,1672,SF,0,1,255,1,,,,,,,,,,,
0,bgp,0,S0,0.05,0.05,14,0.05,,,,,,,,,,,
310,http,11308,SF,0,1,255,1,,,,,,,,,,,
44,private,44,SF,0,1,254,1,,,,,,,,,,,
0,private,0,REJ,0.08,0.1,11,0.04,,,,,,,,,,,
42,private,0,SF,0,1,254,1,,,,,,,,,,,
0,telnet,44,SF,0,1,119,0.47,,,,,,,,,,,
290,http,590,SF,0,1,255,1,,,,,,,,,,,
0,link,0,REJ,0.07,0.04,9,0.04,,,,,,,,,,,
26,ftp,157,SF,0,1,128,0.5,,,,,,,,,,,
325,http,210,SF,0,1,255,1,,,,,,,,,,,
226,http,916,SF,0,1,236,1,,,,,,,,,,,
228,http,695,SF,0,1,246,1,,,,,,,,,,,
45,domain_u,78,SF,0,1,255,1,,,,,,,,,,,
40008,ecr_i,0,SF,0,1,81,1,,,,,,,,,,,
0,telnet,15,RSTO,0,1,45,0.18,,,,,,,,,,,
291,http,1399,SF,0,1,255,1,,,,,,,,,,,
7,finger,222,SF,0,1,12,0.15,,,,,,,,,,,
28,pop_3,93,SF,1,0.5,236,0.93,,,,,,,,,,,
0,ftp_data,0,REJ,0.07,0.03,6,0.02,,,,,,,,,,,
52,private,48,SF,0,1,255,1,,,,,,,,,,,
323,http,1646,SF,0,1,255,1,,,,,,,,,,,
1288,smtp,333,SF,0,1,14,0.67,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
213,http,362,SF,0,1,255,1,,,,,,,,,,,
26,ftp,157,SF,0,1,45,0.57,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,6,0.21,,,,,,,,,,,
168,http,42663,SF,0,1,255,1,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
0,telnet,0,REJ,1,0.25,84,0.34,,,,,,,,,,,
54,private,53,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.1,19,0.07,,,,,,,,,,,
160,http,193,SF,0,1,255,1,,,,,,,,,,,
0,time,0,RSTO,0.06,0.07,19,0.07,,,,,,,,,,,
234,http,5381,SF,0,1,255,1,,,,,,,,,,,
326,http,188,SF,0,1,251,1,,,,,,,,,,,
46,domain_u,46,SF,0,1,137,0.72,,,,,,,,,,,
54,private,55,SF,0,1,255,1,,,,,,,,,,,
227,http,1251,SF,0,1,255,1,,,,,,,,,,,
238,http,2781,SF,0,1,255,1,,,,,,,,,,,
298,http,1047,SF,0,1,105,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
42,domain_u,42,SF,0,1,251,0.98,,,,,,,,,,,
259,http,1259,SF,0,1,255,1,,,,,,,,,,,
44,domain_u,136,SF,0,1,255,1,,,,,,,,,,,
209,http,5337,SF,0,1,255,1,,,,,,,,,,,
263,http,19208,SF,0,1,255,1,,,,,,,,,,,
0,nnsp,0,S0,0.07,0.12,14,0.05,,,,,,,,,,,
0,private,0,REJ,0.06,0.07,8,0.03,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,private,0,S0,0.06,0.09,10,0.04,,,,,,,,,,,
0,smtp,83,SF,0,1,190,0.81,,,,,,,,,,,
319,http,1631,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.01,1,0,,,,,,,,,,,
252,http,13619,SF,0,1,255,1,,,,,,,,,,,
52,private,53,SF,0,1,254,1,,,,,,,,,,,
105,private,0,SF,0,1,254,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.06,18,0.07,,,,,,,,,,,
2254,smtp,329,SF,0,1,23,1,,,,,,,,,,,
1,other,1,SF,1,0,1,0,,,,,,,,,,,
0,ftp_data,0,REJ,0.06,0.05,12,0.05,,,,,,,,,,,
215,http,1772,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.02,2,0.01,,,,,,,,,,,
0,telnet,15,SF,0,1,23,0.09,,,,,,,,,,,
190,http,622,SF,0,1,255,1,,,,,,,,,,,
0,Z39_50,0,REJ,0.06,0.01,4,0.02,,,,,,,,,,,
0,gopher,0,S0,0.06,0.02,7,0.03,,,,,,,,,,,
301,http,195,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0.5,3,0.01,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,147,0.58,,,,,,,,,,,
0,imap4,44,RSTO,1,0.5,23,0.09,,,,,,,,,,,
0,private,0,REJ,0.06,0.07,19,0.07,,,,,,,,,,,
0,ssh,0,S0,0.06,0,1,0,,,,,,,,,,,
317,http,377,SF,0,1,255,1,,,,,,,,,,,
221,http,1122,SF,0,1,255,1,,,,,,,,,,,
0,gopher,0,REJ,0.07,0.03,6,0.02,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,22,1,,,,,,,,,,,
208,http,7770,SF,0,1,255,1,,,,,,,,,,,
226,http,1846,SF,0,1,255,1,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
105,private,145,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,1,0.5,1,0,,,,,,,,,,,
232,http,8560,SF,0,1,255,1,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
240,http,386,SF,0,1,255,1,,,,,,,,,,,
221,http,17606,SF,0,1,251,1,,,,,,,,,,,
0,uucp,0,S0,0.06,0.13,19,0.07,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,pop_3,0,REJ,1,0.33,41,0.16,,,,,,,,,,,
33,domain_u,33,SF,0,1,33,0.85,,,,,,,,,,,
0,private,0,REJ,0.07,0.08,18,0.07,,,,,,,,,,,
0,telnet,15,RSTO,0,1,61,0.24,,,,,,,,,,,
0,sunrpc,0,REJ,0.8,0.2,37,0.15,,,,,,,,,,,
28,pop_3,93,SF,0,1,239,0.94,,,,,,,,,,,
0,private,0,RSTR,0,1,1,0.01,,,,,,,,,,,
0,ftp_data,0,S0,0.08,0.17,8,0.03,,,,,,,,,,,
36,domain_u,0,SF,0,1,141,1,,,,,,,,,,,
54,private,55,SF,0,1,255,1,,,,,,,,,,,
0,auth,0,REJ,0.08,0.04,9,0.04,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,144,0.99,,,,,,,,,,,
0,vmnet,0,REJ,0.06,0.05,13,0.05,,,,,,,,,,,
355,http,395,SF,0,1,255,1,,,,,,,,,,,
125,telnet,188,RSTO,0,1,57,0.22,,,,,,,,,,,
308,http,1476,SF,0,1,255,1,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,19,1,,,,,,,,,,,
395,http,1810,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,242,0.95,,,,,,,,,,,
42,private,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.15,0.92,12,0.05,,,,,,,,,,,
0,pop_3,0,RSTO,0.06,0.04,12,0.05,,,,,,,,,,,
0,Z39_50,0,REJ,0.07,0.01,2,0.01,,,,,,,,,,,
316,http,1301,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.07,0,1,0,,,,,,,,,,,
0,imap4,0,S0,0,1,85,0.34,,,,,,,,,,,
95,ftp,332,SF,0,1,90,0.36,,,,,,,,,,,
153,http,5072,SF,0,1,229,1,,,,,,,,,,,
207,http,2745,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.06,11,0.04,,,,,,,,,,,
160,ftp,597,SF,0,1,69,0.45,,,,,,,,,,,
206,http,45282,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.05,14,0.05,,,,,,,,,,,
0,private,0,S0,0.11,0.01,1,0,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
2599,smtp,261,SF,0,1,246,0.96,,,,,,,,,,,
151,ftp_data,0,SF,0,1,55,0.23,,,,,,,,,,,
1,private,0,SF,0.77,0.05,17,0.07,,,,,,,,,,,
241,http,1608,SF,0,1,255,1,,,,,,,,,,,
1179,smtp,335,SF,0,1,182,0.7,,,,,,,,,,,
1,other,1,SF,1,0.01,1,0,,,,,,,,,,,
0,gopher,0,REJ,0.06,0.01,1,0,,,,,,,,,,,
32,pop_3,93,SF,0,1,140,0.88,,,,,,,,,,,
125,telnet,174,SF,0,1,139,0.55,,,,,,,,,,,
0,imap4,44,RSTO,1,0.5,59,0.25,,,,,,,,,,,
205,http,864,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.07,18,0.07,,,,,,,,,,,
2599,smtp,293,SF,0,1,42,0.16,,,,,,,,,,,
105,private,146,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.07,13,0.05,,,,,,,,,,,
0,telnet,15,SF,0,1,89,0.35,,,,,,,,,,,
162,http,348,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.05,5,0.02,,,,,,,,,,,
0,pop_3,0,REJ,1,0.33,14,0.05,,,,,,,,,,,
233,http,398,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,1,0,1,0,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
18,eco_i,0,SF,0,1,36,1,,,,,,,,,,,
508,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
42,domain_u,132,SF,0,1,119,0.62,,,,,,,,,,,
306,http,632,SF,0,1,255,1,,,,,,,,,,,
300,http,2239,SF,0,1,239,0.94,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
235,http,1719,SF,0,1,255,1,,,,,,,,,,,
324,http,7002,SF,0,1,255,1,,,,,,,,,,,
42,domain_u,152,SF,0,1,254,1,,,,,,,,,,,
508,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
1143,smtp,368,SF,0,1,190,0.73,,,,,,,,,,,
294,http,7176,SF,0,1,255,1,,,,,,,,,,,
294,http,430,SF,0,1,255,1,,,,,,,,,,,
199,http,1344,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.02,5,0.02,,,,,,,,,,,
225,http,3200,SF,0,1,255,1,,,,,,,,,,,
0,imap4,44,RSTO,1,0.5,60,0.26,,,,,,,,,,,
0,private,0,REJ,0.06,0.05,14,0.05,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
192,http,762,SF,0,1,255,1,,,,,,,,,,,
247,http,618,SF,0,1,255,1,,,,,,,,,,,
280,http,4224,SF,0,1,255,1,,,,,,,,,,,
0,telnet,15,RSTO,0,1,88,0.3,,,,,,,,,,,
0,whois,0,S0,0.1,0.01,2,0.01,,,,,,,,,,,
162,ftp,597,SF,0,1,8,0.8,,,,,,,,,,,
1,other,1,SF,1,0,1,0,,,,,,,,,,,
0,private,0,REJ,0.06,0.1,20,0.08,,,,,,,,,,,
0,private,0,RSTO,0.06,0.07,9,0.04,,,,,,,,,,,
28,pop_3,93,SF,0,1,61,0.95,,,,,,,,,,,
306,http,1075,SF,0,1,230,0.9,,,,,,,,,,,
0,other,0,REJ,0,1,13,0.05,,,,,,,,,,,
0,http_443,0,REJ,0.06,0.08,9,0.04,,,,,,,,,,,
0,private,0,REJ,0.07,0.03,7,0.03,,,,,,,,,,,
0,netstat,0,REJ,0.06,0.12,18,0.07,,,,,,,,,,,
0,systat,0,S0,0.06,0.08,20,0.08,,,,,,,,,,,
198,http,670,SF,0,1,255,1,,,,,,,,,,,
0,private,0,RSTO,0.07,0.01,1,0,,,,,,,,,,,
245,http,4224,SF,0,1,255,1,,,,,,,,,,,
26,ftp,157,SF,0,1,74,0.47,,,,,,,,,,,
0,private,0,REJ,0.06,0.15,20,0.08,,,,,,,,,,,
0,private,0,REJ,0.05,0.07,10,0.04,,,,,,,,,,,
2776,smtp,331,SF,0,1,180,0.66,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,254,1,,,,,,,,,,,
0,http,0,REJ,0,1,22,0.09,,,,,,,,,,,
248,http,740,SF,0,1,255,1,,,,,,,,,,,
508,ecr_i,0,SF,0,1,94,0.43,,,,,,,,,,,
0,private,0,RSTO,0.08,0.02,2,0.01,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
26,ftp,157,SF,0,1,97,0.49,,,,,,,,,,,
0,private,0,REJ,0.06,0.01,1,0,,,,,,,,,,,
285,http,8013,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.06,0.08,10,0.04,,,,,,,,,,,
44,private,0,SF,0,1,253,0.99,,,,,,,,,,,
245,http,1299,SF,0,1,255,1,,,,,,,,,,,
0,ldap,0,REJ,0.06,0.01,1,0,,,,,,,,,,,
1,private,1,SF,0.68,0.01,1,0,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
